Fiscal Year,School District,County,School Name,Percentage (%) of Free & Reduced
2025,Troup County,Troup,Rosemont Elementary School,0.77
2025,Troup County,Troup,Berta Weathersbee Elementary School,0.95
2025,Troup County,Troup,Hillcrest Elementary School,0.89
2025,Troup County,Troup,Gardner-Newman Middle School,0.95
2025,Troup County,Troup,Hollis Hand Elementary School,0.71
2025,Troup County,Troup,Callaway High School,0.95
2025,Troup County,Troup,Callaway Middle School,0.95
2025,Troup County,Troup,Franklin Forest Elementary,0.95
2025,Troup County,Troup,Bradfield Center - Ault Academy,0.95
2025,Troup County,Troup,Long Cane Middle School,0.95
2025,Troup County,Troup,Troup County High School,0.94
2025,Troup County,Troup,Hogansville Elementary School,0.95
2025,Troup County,Troup,Ethel W. Kight Elementary School,0.95
2025,Troup County,Troup,The Hope Academy School,0.95
2025,Troup County,Troup,Clearview Elementary School,0.95
2025,Troup County,Troup,Callaway Elementary School,0.95
2025,Troup County,Troup,LaGrange High School,0.87
2025,Troup County,Troup,West Point Elementary School,0.95
2025,Troup County,Troup,Long Cane Elementary School,0.92
2025,Turner County,Turner,Turner County Middle School,0.95
2025,Turner County,Turner,Turner County High School,0.95
2025,Turner County,Turner,Turner County Elementary School,0.95
2025,Twiggs County,Twiggs,Jeffersonville Elementary,0.95
2025,Twiggs County,Twiggs,Twiggs Middle School,0.95
2025,Twiggs County,Twiggs,Twiggs County High School,0.75
2025,Union County,Union,Union County High School,0.7
2025,Union County,Union,Union County Elementary School,0.9
2025,Union County,Union,Woody Gap High/Elementary School,0.95
2025,Union County,Union,Union County Primary School,0.94
2025,Union County,Union,Union County Middle School,0.79
2025,Valdosta City,Lowndes,Sallas Mahone Elementary,0.83
2025,Valdosta City,Lowndes,Newbern Middle School,0.95
2025,Valdosta City,Lowndes,Valdosta High School,0.84
2025,Valdosta City,Lowndes,W.G. Nunn Elementary,0.95
2025,Valdosta City,Lowndes,Valdosta Middle School,0.87
2025,Valdosta City,Lowndes,Pinevale Elementary School,0.95
2025,Valdosta City,Lowndes,J. L. Lomax Elementary School,0.95
2025,Valdosta City,Lowndes,S.L. Mason Elementary School,0.95
2025,Vidalia City,Toombs,J. D. Dickerson Primary School,0.95
2025,Vidalia City,Toombs,Sally Dailey Meadows Elementary School,0.95
2025,Vidalia City,Toombs,Vidalia Comprehensive High School,0.81
2025,Vidalia City,Toombs,J. R. Trippe Middle School,0.95
2025,Walker County,Walker,Rossville Middle School,0.95
2025,Walker County,Walker,Fairyland Elementary School,0.36
2025,Walker County,Walker,Naomi Elementary School,0.95
2025,Walker County,Walker,Saddle Ridge Elementary and Middle School,0.83
2025,Walker County,Walker,Gilbert Elementary School,0.95
2025,Walker County,Walker,LaFayette High School,0.94
2025,Walker County,Walker,Cherokee Ridge Elementary,0.95
2025,Walker County,Walker,Chattanooga Valley Elementary School,0.9
2025,Walker County,Walker,Stone Creek Elementary School,0.95
2025,Walker County,Walker,Rock Spring Elementary School,0.94
2025,Walker County,Walker,Chattanooga Valley Middle School,0.95
2025,Walker County,Walker,LaFayette Middle School,0.95
2025,Walker County,Walker,Ridgeland High School,0.95
2025,Walker County,Walker,Rossville Elementary School,0.95
2025,Walker County,Walker,North LaFayette Elementary School,0.95
2025,Walton County,Walton,Loganville Middle School,0.56
2025,Walton County,Walton,Loganville High School,0.44
2025,Walton County,Walton,Walnut Grove Elementary School,0.55
2025,Walton County,Walton,Carver Middle School,0.65
2025,Walton County,Walton,Loganville Elementary School,0.48
2025,Walton County,Walton,Bay Creek Elementary School,0.7
2025,Walton County,Walton,Sharon Elementary School,0.57
2025,Walton County,Walton,Monroe Elementary,0.79
2025,Walton County,Walton,Youth Middle School,0.47
2025,Walton County,Walton,Atha Road Elementary School,0.6
2025,Walton County,Walton,Walker Park Elementary School,0.49
2025,Walton County,Walton,Youth Elementary School,0.42
2025,Walton County,Walton,Monroe Area High School,0.57
2025,Walton County,Walton,Harmony Elementary School,0.81
2025,Walton County,Walton,Walnut Grove High School,0.4
2025,Ware County,Ware,Waycross Middle School,0.91
2025,Ware County,Ware,Ware County High School,0.84
2025,Ware County,Ware,Williams Heights Elementary School,0.8
2025,Ware County,Ware,Center Elementary School,0.95
2025,Ware County,Ware,Ware County Middle School,0.8
2025,Ware County,Ware,Memorial Drive Elementary School,0.95
2025,Ware County,Ware,Waresboro Elementary School,0.82
2025,Ware County,Ware,Wacona Elementary School,0.84
2025,Ware County,Ware,Ruskin Elementary School,0.95
2025,Warren County,Warren,Warren County Middle School,0.95
2025,Warren County,Warren,Warren County High School,0.8
2025,Warren County,Warren,Freeman Elementary School,0.95
2025,Washington County,Washington,Ridge Road Elementary School,0.95
2025,Washington County,Washington,Washington County High School,0.67
2025,Washington County,Washington,T. J. Elder Middle School,0.9
2025,Washington County,Washington,Ridge Road Primary School,0.95
2025,Wayne County,Wayne,Martha Puckett Middle School,0.95
2025,Wayne County,Wayne,Wayne County High School,0.82
2025,Wayne County,Wayne,Screven Elementary School,0.95
2025,Wayne County,Wayne,Jesup Elementary School,0.95
2025,Wayne County,Wayne,Odum Elementary School,0.73
2025,Wayne County,Wayne,Arthur Williams Middle School,0.95
2025,Wayne County,Wayne,Bacon Elementary School,0.95
2025,Wayne County,Wayne,Martha Rawls Smith Elementary School,0.95
2025,Webster County,Webster,Webster County Elementary/Middle School,0.95
2025,Webster County,Webster,Webster County High School,0.95
2025,Wheeler County,Wheeler,Wheeler County High School,0.66
2025,Wheeler County,Wheeler,Wheeler County Elementary School,0.95
2025,Wheeler County,Wheeler,Wheeler County Middle School,0.89
2025,White County,White,Jack P Nix Elementary School,0.9
2025,White County,White,Tesnatee Gap Elementary (Old White Co. Intermediate),0.88
2025,White County,White,Mossy Creek Elementary School,0.95
2025,White County,White,White County High School,0.71
2025,White County,White,White County Middle School,0.85
2025,White County,White,Mount Yonah Elementary School,0.89
2025,Whitfield County,Whitfield,Northwest Whitfield County High School,0.71
2025,Whitfield County,Whitfield,New Hope Elementary School,0.9
2025,Whitfield County,Whitfield,Westside Elementary School,0.83
2025,Whitfield County,Whitfield,Dawnville Elementary School,0.95
2025,Whitfield County,Whitfield,Tunnel Hill Elementary School,0.82
2025,Whitfield County,Whitfield,Dug Gap Elementary School,0.95
2025,Whitfield County,Whitfield,Valley Point Elementary School,0.95
2025,Whitfield County,Whitfield,Beaverdale Elementary School,0.95
2025,Whitfield County,Whitfield,Southeast Whitfield County High School,0.95
2025,Whitfield County,Whitfield,Eastbrook Middle School,0.95
2025,Whitfield County,Whitfield,North Whitfield Middle School,0.9
2025,Whitfield County,Whitfield,Valley Point Middle School,0.95
2025,Whitfield County,Whitfield,New Hope Middle School,0.87
2025,Whitfield County,Whitfield,Phoenix High School,0.95
2025,Whitfield County,Whitfield,Cohutta Elementary School,0.89
2025,Whitfield County,Whitfield,Varnell Elementary School,0.95
2025,Whitfield County,Whitfield,Eastside Elementary School,0.95
2025,Whitfield County,Whitfield,Antioch Elementary School,0.95
2025,Whitfield County,Whitfield,Westside Middle School,0.85
2025,Whitfield County,Whitfield,Coahulla Creek High School,0.79
2025,Whitfield County,Whitfield,Cedar Ridge Elementary,0.95
2025,Whitfield County,Whitfield,Pleasant Grove Elementary School,0.95
2025,Wilcox County,Wilcox,Wilcox County Elementary School,0.95
2025,Wilcox County,Wilcox,Wilcox County Middle School,0.89
2025,Wilcox County,Wilcox,Wilcox County High School,0.81
2025,Wilkes County,Wilkes,Washington-Wilkes Elementary School,0.95
2025,Wilkes County,Wilkes,Washington-Wilkes Primary School,0.95
2025,Wilkes County,Wilkes,Washington-Wilkes Comprehensive High School,0.93
2025,Wilkes County,Wilkes,Washington-Wilkes Middle School,0.95
2025,Wilkinson County,Wilkinson,Wilkinson County Elementary School,0.95
2025,Wilkinson County,Wilkinson,Wilkinson County Middle School,0.95
2025,Wilkinson County,Wilkinson,Wilkinson County Primary School,0.95
2025,Wilkinson County,Wilkinson,Wilkinson County High School,0.95
2025,Worth County,Worth,Worth County Primary School,0.95
2025,Worth County,Worth,Worth County Elementary School,0.95
2025,Worth County,Worth,Worth County Middle School,0.95
2025,Worth County,Worth,Worth County High School,0.89
2025,Worth County,Worth,Worth County Achievement Center,0.95
